kHz;Time(UTC);Days;ITU;Station;Lng;Target;Remarks;P;Start;Stop
7265;2055-0100;;CHN;CNR 2 China Business R.;M;CHN;as;5;;
7275;0150-0600;;CHN;China National Radio;M;CHN;gy;0;;
7275;1100-1805;;CHN;China National Radio 1;M;CHN;b;1;;
7275;2023-2300;;CHN;China National Radio 1;M;CHN;b;5;;
7275;2023-0030;;CHN;China National Radio 1;M;CHN;b;4;;[1224]
7275;1730-1830;;CHN;China Radio Int.;M;WAf;u;0;;
7285;1300-1400;;CHN;China Radio Int.;MO;MNG;b;0;;
7285;1400-1500;;CHN;China Radio Int.;UR;PAK;k;0;;
7285;1500-1600;;CHN;China Radio Int.;UR;SAs;ka;0;;
7285;1800-1900;;CHN;China Radio Int.;AM;SEu;x;0;;
7285;2000-2100;;CHN;China Radio Int.;E;Eu;x;0;;
7285;2100-2200;;CHN;China Radio Int.;E;Eu;x;0;;
7290;0930-1805;;CHN;China National Radio 1;M;CHN;b;4;;[1125]
7290;1000-1805;;CHN;China National Radio 1;M;CHN;b;5;;
7290;2023-2400;;CHN;China National Radio 1;M;CHN;b;4;;[0125]
7290;2023-0100;;CHN;China National Radio 1;M;CHN;b;5;;
7290;0200-0300;;CHN;China Radio Int.;UR;SAs;ka;0;;
7290;1000-1100;;CHN;China Radio Int.;R;FE;s;0;;
7290;1100-1200;;CHN;China Radio Int.;R;FE;s;0;;
7290;1500-1600;;CHN;China Radio Int.;R;CAs;q;0;;
7290;2100-2200;;CHN;China Radio Int.;K;FE;x;0;;
7290;2200-2300;;CHN;China Radio Int.;M;NAf;u;0;;
7290;2200-2300;;CHN;China Radio Int.;K;FE;x;0;;
7295;1900-2000;;CHN;China Radio Int.;E;ME;u;0;;
7295;2000-2100;;CHN;China Radio Int.;E;ME;u;0;;
7300;0100-0200;;CHN;China Radio Int.;M;SAs;ka;0;;
7300;1300-1400;;CHN;China Radio Int.;E;SAs;ka;0;;
7300;1400-1500;;CHN;China Radio Int.;E;SAs;u;0;;
7300;1600-1800;;CHN;China Radio Int.;A;NAf;ka;0;;
7300;2200-2300;;CHN;China Radio Int.;EO;SAm;ka;0;;
7300;2300-2400;;CHN;China Radio Int.;M;Eu;u;0;;
7305;0800-0900;We-Mo;CHN;China National Radio 1;M;CHN;s;4;;
7305;0900-1805;;CHN;China National Radio 1;M;CHN;s;4;;[0226]
7305;1000-1805;;CHN;China National Radio 1;M;CHN;s;5;;[0825]
7305;2023-2200;;CHN;China National Radio 1;M;CHN;s;1;;[1220]
7305;1800-2000;;CHN;China Radio Int.;D;WEu;ka;0;;
7305;2000-2100;;CHN;China Radio Int.;PO;Eu;u;0;;
7305;2200-2300;;CHN;China Radio Int.;M;FE;b;0;;
7315;1600-1700;;CHN;China Radio Int.;VN;SEA;k;0;;
7315;1730-1830;;CHN;China Radio Int.;M;ME;k;0;;
7315;0900-1100;;CHN;CNR 2 China Business R.;M;CHN;x;4;;
7315;1100-1605;;CHN;CNR 2 China Business R.;M;CHN;x;1;;[0825]
7315;2055-0100;;CHN;CNR 2 China Business R.;M;CHN;x;1;;
7320;2030-2100;;CHN;China Radio Int.;BU;Eu;k;0;;
7325;0300-0400;;CHN;China Radio Int.;R;CAs;ka;0;;
7325;0400-0500;;CHN;China Radio Int.;R;CAs;ka;0;;
7325;1000-1100;;CHN;China Radio Int.;J;FE;j;0;;
7325;1100-1200;;CHN;China Radio Int.;J;FE;j;0;;
7325;1200-1300;;CHN;China Radio Int.;J;FE;j;0;;
7325;1300-1400;;CHN;China Radio Int.;J;FE;x;0;;
7325;1430-1500;;CHN;China Radio Int.;TAG;PHL;n;0;;
7325;1500-1600;;CHN;China Radio Int.;E;SEA;b;0;;
7325;1600-1700;;CHN;China Radio Int.;HK;SAf;u;0;;
7325;1700-1800;;CHN;China Radio Int.;CA;SAf;u;0;;
7325;1800-1830;;CHN;China Radio Int.;FS;IRN;b;0;;
7325;1830-1900;;CHN;China Radio Int.;FS;IRN;b;0;;
7325;1900-1930;;CHN;China Radio Int.;CZ;Eu;s;0;;
7325;2000-2030;;CHN;China Radio Int.;SR;Eu;u;0;;
7325;2100-2130;;CHN;China Radio Int.;SR;Eu;x;0;;
7325;2100-2200;;CHN;China Radio Int.;E;SAf;b;0;;
7325;2200-2300;;CHN;China Radio Int.;M;SEA;k;0;;
7325;2300-2400;;CHN;China Radio Int.;CA;SEA;k;0;;
7330;0200-0300;;CHN;China Radio Int.;M;SAm;ka;0;;
7330;1400-1500;;CHN;China Radio Int.;R;CAs;x;0;;
7335;0100-0200;;CHN;China Radio Int.;E;SAs;ka;0;;
7335;1700-1800;;CHN;China Radio Int.;HR;Eu;b;0;;
7335;1900-2000;;CHN;China Radio Int.;P;SEu;j;0;;
7335;2000-2100;;CHN;China Radio Int.;M;Eu;s;0;;
7335;1000-1300;;CHN;CNR 2 China Business R.;M;CHN;as;4;;
7335;1300-1605;;CHN;CNR 2 China Business R.;M;CHN;as;1;;[0825]
7335;2055-0030;;CHN;CNR 2 China Business R.;M;CHN;as;1;;[0126]
7340;1800-1900;;CHN;China Radio Int.;I;SEu;ka;0;;
7345;2030-2130;;CHN;China Radio Int.;I;SEu;ka;0;;
7350;1100-1200;;CHN;China National Radio 11;TB;CHN;as;4;;[1122]
7350;1200-1300;;CHN;China National Radio 11;TB;CHN;as;4;;[1122]
7350;1300-1605;;CHN;China National Radio 11;TB;CHN;as;1;;[1221]
7350;2155-2300;;CHN;China National Radio 11;M;CHN;as;5;;
7350;2300-2400;;CHN;China National Radio 11;TB;CHN;as;5;;
7350;0000-0100;;CHN;China Radio Int.;E;Eu;ka;0;;
7350;0100-0200;;CHN;China Radio Int.;E;Eu;ka;0;;
7350;0200-0230;;CHN;China Radio Int.;PS;AFG;ka;0;;
7350;1600-1800;;CHN;China Radio Int.;F;SEu;ka;0;;
7350;1830-2030;;CHN;China Radio Int.;F;WAf;ka;0;;
7350;2030-2230;;CHN;China Radio Int.;F;SEu;u;0;;
7350;2300-2400;;CHN;China Radio Int.;E;Eu;ka;0;;
7355;1400-1500;;CHN;China Radio Int.;J;FE;x;0;;
7355;1400-1500;;CHN;China Radio Int.;MO;Sib;h;0;;
7355;1500-1600;;CHN;China Radio Int.;R;Sib;h;0;;
7360;2155-2300;;CHN;China National Radio 11;M;CHN;as;4;;
7360;2300-2400;;CHN;China National Radio 11;TB;CHN;as;4;;[0125]
7360;1130-1230;;CHN;China Radio Int.;T;SEA;k;0;;
7360;1230-1330;;CHN;China Radio Int.;LAO;SEA;k;0;;
7360;1330-1430;;CHN;China Radio Int.;T;SEA;k;0;;
7360;1430-1530;;CHN;China Radio Int.;LAO;SEA;k;0;;
7360;1500-1600;;CHN;China Radio Int.;TAM;SAs;ka;0;;
7360;1800-2000;;CHN;China Radio Int.;F;SEu;x;0;;
7360;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;x;5;;
7365;1000-1805;;CHN;China National Radio 1;M;CHN;s;4;;[0226]
7365;1200-1805;;CHN;China National Radio 1;M;CHN;s;5;;[0925]
7370;1100-1200;;CHN;China Radio Int.;CA;SEA;n;0;;
7370;1100-1300;;CHN;CNR 2 China Business R.;M;CHN;B;4;;
7370;1300-1605;;CHN;CNR 2 China Business R.;M;CHN;B;1;;[0919]
7370;2055-2300;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
7370;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;B;4;;[0125]
7375;0100-0200;;CHN;China Radio Int.;R;CAs;ka;0;;
7375;0200-0300;;CHN;China Radio Int.;R;CAs;ka;0;;
7375;1030-1200;;CHN;CNR 2 China Business R.;M;CHN;B;4;;[0119]
7375;1200-1605;;CHN;CNR 2 China Business R.;M;CHN;B;1;;[1222]
7380;1600-1800;;CHN;China Radio Int.;D;WEu;a;0;;
7385;2300-2400;;CHN;China National Radio 11;TB;CHN;t;1;;[0725]
7385;1300-1400;;CHN;China Radio Int.;BR;SEA;k;0;;
7385;1900-2000;;CHN;China Radio Int.;AL;SEE;ka;0;;
7390;1000-1100;;CHN;China Radio Int.;R;Sib;h;0;;
7390;1100-1200;;CHN;China Radio Int.;MO;Sib;h;0;;
7390;1200-1300;;CHN;China Radio Int.;M;FE;b;0;;
7390;2000-2030;;CHN;China Radio Int.;SR;Eu;x;0;;
7390;2030-2100;;CHN;China Radio Int.;HU;Eu;j;0;;
7410;1130-1200;;CHN;China Radio Int.;TAG;PHL;n;0;;
7410;1200-1300;;CHN;China Radio Int.;R;FE;s;0;;
7410;1300-1400;;CHN;China Radio Int.;J;FE;j;0;;
7410;1400-1500;;CHN;China Radio Int.;J;FE;j;0;;
7410;1400-1500;;CHN;China Radio Int.;M;SEA;b;0;;
7410;1500-1600;;CHN;China Radio Int.;E;SAs;u;0;;
7410;1600-1700;;CHN;China Radio Int.;HI;SAs;k;0;;
7410;1700-1800;;CHN;China Radio Int.;E;SAs;ka;0;;
7410;1700-1800;;CHN;China Radio Int.;R;EEu;s;0;;
7410;2300-2400;;CHN;China Radio Int.;E;SAs;ka;0;;
7415;0000-0100;;CHN;China Radio Int.;R;Sib;h;0;;
7415;1800-1830;;CHN;China Radio Int.;FS;IRN;x;0;;
7415;1830-1900;;CHN;China Radio Int.;FS;IRN;x;0;;
7415;1900-1930;;CHN;China Radio Int.;CZ;Eu;u;0;;
7415;1930-2000;;CHN;China Radio Int.;CZ;Eu;u;0;;
7415;2000-2100;;CHN;China Radio Int.;E;Eu;ka;0;;
7415;2100-2200;;CHN;China Radio Int.;E;Eu;ka;0;;
7415;2300-2400;;CHN;China Radio Int.;R;Sib;h;0;;
7420;1600-1700;;CHN;China Radio Int.;E;WAf;u;0;;
7420;1700-1800;;CHN;China Radio Int.;E;SEA;k;0;;
7420;1700-1800;;CHN;China Radio Int.;EO;Eu;x;0;;
7425;0000-0100;;CHN;China Radio Int.;E;SAs;ka;0;;
7425;2300-2400;;CHN;China Radio Int.;E;SAs;ka;0;;
7425;1100-1300;;CHN;CNR 2 China Business R.;M;CHN;x;4;;
7425;1300-1605;;CHN;CNR 2 China Business R.;M;CHN;x;1;;[0919]
7430;0900-1000;;CHN;China Radio Int.;M;FE;j;0;;
7430;2200-2300;;CHN;China Radio Int.;J;FE;j;0;;
7430;2300-2400;;CHN;China Radio Int.;KH;SEA;n;0;;
7435;1100-1200;;CHN;China Radio Int.;M;FE;b;0;;
7435;1400-1500;;CHN;China Radio Int.;R;FE;s;0;;
7435;1400-1500;;CHN;China Radio Int.;NE;FE;k;0;;
7435;1500-1530;;CHN;China Radio Int.;PS;IRN;k;0;;
7435;1530-1600;;CHN;China Radio Int.;PS;IRN;k;0;;
7435;1600-1700;;CHN;China Radio Int.;E;SAf;b;0;;
7435;1700-1800;;CHN;China Radio Int.;E;SAf;b;0;;
7435;1800-1900;;CHN;China Radio Int.;I;SEu;j;0;;
7435;1900-1930;;CHN;China Radio Int.;HU;Eu;x;0;;
7435;1930-2000;;CHN;China Radio Int.;RO;EEu;x;0;;
7440;1200-1400;;CHN;China Radio Int.;M;SEA;n;0;;
7440;2000-2100;;CHN;China Radio Int.;M;Eu;b;0;;
7440;2200-2300;;CHN;China Radio Int.;M;SAf;j;0;;
7445;1400-1500;;CHN;China Radio Int.;BR;SEA;k;0;;
7445;1600-1700;;CHN;China Radio Int.;R;CAs;q;0;;
7445;1730-1830;;CHN;China Radio Int.;M;Eu;u;0;;
7445;2100-2130;;CHN;China Radio Int.;SR;Eu;k;0;;
7445;2130-2200;;CHN;China Radio Int.;HU;Eu;u;0;;
9410;1700-1800;;CHN;China Radio Int.;HR;Eu;ka;0;;
9410;2200-2300;;CHN;China Radio Int.;P;SAm;ka;0;;
9415;0800-0900;;CHN;China Radio Int.;E;FE;x;0;;
9415;0900-1000;;CHN;China Radio Int.;E;FE;x;0;;
9415;2300-2400;;CHN;China Radio Int.;VN;SEA;b;0;;
9420;0000-0100;;CHN;China National Radio 6;AM;TWN;B;5;;
9420;0900-1100;;CHN;China National Radio 6;HK;TWN;B;5;;
9420;1100-1200;;CHN;China National Radio 6;M;TWN;B;5;;[0625]
9420;1200-1605;;CHN;China National Radio 6;M;TWN;B;5;;[0425]
9420;2155-2400;;CHN;China National Radio 6;AM;TWN;B;5;;
9420;1100-1400;;CHN;China National Radio 13;UI;CHN;L;1;;[0125]
9420;1400-1500;;CHN;China National Radio 13;UI;CHN;L;1;;
9420;1500-1600;;CHN;China National Radio 13;M;CHN;L;1;;
9420;1600-1805;;CHN;China National Radio 13;UI;CHN;L;1;;[0825]
9440;1000-1805;;CHN;China National Radio;M;CHN;L;0;;
9440;0100-0200;;CHN;China Radio Int.;R;CAs;x;0;;
9440;0900-1000;;CHN;China Radio Int.;M;FE;x;0;;
9440;1000-1100;;CHN;China Radio Int.;J;FE;x;0;;
9440;1100-1200;;CHN;China Radio Int.;CC;SEA;k;0;;
9440;1200-1300;;CHN;China Radio Int.;KH;SEA;k;0;;
9440;1300-1400;;CHN;China Radio Int.;EO;SEA;n;0;;
9440;1900-2000;;CHN;China Radio Int.;E;ME;k;0;;
9440;2000-2100;;CHN;China Radio Int.;E;ME;k;0;;
9440;2300-2400;;CHN;China Radio Int.;CA;SEA;k;0;;
9450;2025-0200;;CHN;China National Radio;M;CHN;L;0;;[0226]
9450;0300-0400;;CHN;China Radio Int.;M;SAs;ka;0;;
9450;1100-1200;;CHN;China Radio Int.;EO;FE;u;0;;
9450;1300-1400;;CHN;China Radio Int.;HI;SAs;ka;0;;
9450;1730-1830;;CHN;China Radio Int.;HA;NIG;ka;0;;
9455;1500-1600;;CHN;China Radio Int.;M;SEA;k;0;;
9460;0000-0100;;CHN;China Radio Int.;HK;SEA;k;0;;
9460;0100-0200;;CHN;China Radio Int.;AM;SEA;k;0;;
9460;0900-1100;;CHN;China Radio Int.;M;SEA;n;0;;
9460;1200-1300;;CHN;China Radio Int.;E;SAs;ka;0;;
9460;1400-1500;;CHN;China Radio Int.;E;SAs;u;0;;
9470;2025-2400;;CHN;China National Radio 1;M;CHN;b;1;;
9470;0000-0100;;CHN;China Radio Int.;MO;MNG;x;0;;
9480;0000-0100;;CHN;China National Radio 11;TB;CHN;d;4;;
9480;1100-1300;;CHN;China National Radio 11;TB;CHN;d;1;;[0125]
9480;1300-1605;;CHN;China National Radio 11;TB;CHN;d;1;;[0126]
9480;2155-2300;;CHN;China National Radio 11;M;CHN;d;1;;[0325]
9480;2300-2400;;CHN;China National Radio 11;TB;CHN;d;1;;[0325]
9490;1300-1400;;CHN;China Radio Int.;BE;SAs;k;0;;
9490;1400-1500;;CHN;China Radio Int.;BE;SAs;k;0;;
9490;1500-1600;;CHN;China Radio Int.;TAM;SAs;ka;0;;
9500;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;s;1;;[1122]
9500;0900-1805;;CHN;China National Radio 1;M;CHN;s;1;;[0724]
9500;2023-0600;;CHN;China National Radio 1;M;CHN;s;1;;[0324]
9515;1100-1200;;CHN;China Radio Int.;M;SAs;ka;0;;
9515;0900-1605;;CHN;CNR 2 China Business R.;M;CHN;B;1;;[0423]
9515;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;B;1;;[0324]
9520;1200-1300;;CHN;China Radio Int.;M;ME;u;0;;
9520;1300-1400;;CHN;China Radio Int.;M;ME;u;0;;
9520;1400-1500;;CHN;China Radio Int.;M;ME;u;0;;
9525;1500-1600;;CHN;China Radio Int.;E;Eu;ka;0;;
9530;0000-0600;;CHN;China National Radio 11;TB;CHN;as;1;;[0423]
9530;0600-0700;Th-Tu;CHN;China National Radio 11;TB;CHN;as;1;;
9530;0700-0800;Th-Tu;CHN;China National Radio 11;M;CHN;as;1;;
9530;0800-0900;Th-Tu;CHN;China National Radio 11;TB;CHN;as;1;;
9530;0900-1030;;CHN;China National Radio 11;TB;CHN;as;4;;[1121]
9530;0900-1100;;CHN;China National Radio 11;TB;CHN;as;5;;
9530;1100-1300;;CHN;China National Radio 11;TB;CHN;as;5;;
9535;1500-1600;;CHN;China Radio Int.;NE;FE;x;0;;
9535;1900-2000;;CHN;China Radio Int.;P;EAf;a;0;;
9535;2300-2400;;CHN;China Radio Int.;E;PHL;k;0;;
9540;1100-1200;;CHN;China Radio Int.;CA;Oc;b;0;;
9540;1200-1400;;CHN;China Radio Int.;M;FE;k;0;;
9550;0000-0100;;CHN;China Radio Int.;HK;SEA;k;0;;
9550;0100-0200;;CHN;China Radio Int.;AM;SEA;k;0;;
9550;1100-1200;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1200-1300;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1300-1400;;CHN;China Radio Int.;VN;SEA;b;0;;
9550;1400-1500;;CHN;China Radio Int.;VN;SEA;b;0;;
9555;2300-2400;;CHN;China Radio Int.;M;FE;b;0;;
9560;0000-0100;;CHN;China Radio Int.;E;FE;b;0;;
9560;1500-1600;;CHN;China Radio Int.;M;SAs;ka;0;;
9560;1900-1930;;CHN;China Radio Int.;HU;Eu;u;0;;
9570;2055-0030;;CHN;China National Radio 1;M;CHN;n;1;;[0324]
9570;1200-1250;;CHN;China Radio Int.;CA;ENA;/CUB;0;;
9570;0100-0600;;CHN;CNR 2 China Business R.;M;CHN;q;5;;[0621]
9570;0300-0600;;CHN;CNR 2 China Business R.;M;CHN;q;4;;
9570;0600-0900;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;q;1;;
9570;0900-1000;;CHN;CNR 2 China Business R.;M;CHN;q;1;;[0820]
9570;1000-1100;;CHN;CNR 2 China Business R.;M;CHN;q;5;;[0925]
9585;2000-2030;;CHN;China Radio Int.;SR;Eu;ka;0;;
9585;2030-2100;;CHN;China Radio Int.;HU;Eu;ka;0;;
9590;0100-0300;;CHN;China Radio Int.;S;SAm;ka;0;;
9590;1100-1200;;CHN;China Radio Int.;CA;SEA;k;0;;
9590;1200-1300;;CHN;China Radio Int.;R;FE;s;0;;
9590;1400-1500;;CHN;China Radio Int.;M;Eu;ka;0;;
9590;1500-1600;;CHN;China Radio Int.;M;Eu;ka;0;;
9590;2300-0100;;CHN;China Radio Int.;S;SAm;ka;0;;
9600;1200-1300;;CHN;China Radio Int.;E;SEA;k;0;;
9600;1300-1400;;CHN;China Radio Int.;BE;SAs;a;0;;
9600;1500-1530;;CHN;China Radio Int.;FS;IRN;ka;0;;
9600;2000-2100;;CHN;China Radio Int.;E;Eu;ka;0;;
9600;2100-2200;;CHN;China Radio Int.;E;Eu;ka;0;;
9610;0100-0200;;CHN;China National Radio 8;M;CHN;B;1;;[1125]
9610;0200-0500;;CHN;China National Radio 8;MO;CHN;B;1;;[1225]
9610;0500-0600;;CHN;China National Radio 8;M;CHN;B;1;;
9610;2055-0100;;CHN;China National Radio 8;MO;CHN;B;1;;[0126]
9610;0000-0100;;CHN;China Radio Int.;HK;SEA;k;0;;
9610;0100-0200;;CHN;China Radio Int.;AM;SEA;k;0;;
9610;1400-1500;;CHN;China Radio Int.;TAM;SAs;ka;0;;
9610;1500-1600;;CHN;China Radio Int.;BE;SAs;k;0;;
9615;1800-2000;;CHN;China Radio Int.;D;WEu;u;0;;
9620;0000-0100;;CHN;China Radio Int.;M;SEA;k;0;;
9620;1630-1730;;CHN;China Radio Int.;HA;NIG;ka;0;;
9620;0000-0600;;CHN;CNR 2 China Business R.;M;CHN;B;5;;[0621]
9620;0100-0600;;CHN;CNR 2 China Business R.;M;CHN;B;4;;
9620;0600-0900;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;B;1;;[0222]
9620;0900-1300;;CHN;CNR 2 China Business R.;M;CHN;B;1;;[0423]
9620;1300-1605;;CHN;CNR 2 China Business R.;M;CHN;B;4;;
9620;2300-2400;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
9630;0000-0600;;CHN;China National Radio 1;M;CHN;q;5;;[0725]
9630;0100-0600;;CHN;China National Radio 1;M;CHN;q;4;;[1125]
9630;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;q;1;;
9630;2055-0100;;CHN;China National Radio 8;MO;CHN;u;0;;
9630;0900-1100;;CHN;China National Radio 1;M;CHN;q;5;;[0820]
9630;0900-1200;;CHN;China National Radio 1;M;CHN;q;4;;
9630;1200-1500;;CHN;China National Radio 17;KZ;CHN;L;1;;[0126]
9630;1500-1600;;CHN;China National Radio 17;M;CHN;L;1;;
9630;1600-1805;;CHN;China National Radio 17;KZ;CHN;L;1;;[0825]
9630;2300-2400;;CHN;China Radio Int.;CA;PHL;j;0;;
9640;2100-2300;;CHN;China Radio Int.;S;SEu;ka;0;;
9645;0100-0600;;CHN;China National Radio 1;M;CHN;b;4;;
9645;0600-0800;We-Mo;CHN;China National Radio 1;M;CHN;b;4;;[0222]
9645;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;b;5;;
9645;0900-1100;;CHN;China National Radio 1;M;CHN;b;5;;
9645;2330-0600;;CHN;China National Radio 1;M;CHN;b;5;;
9645;1100-1200;;CHN;China Radio Int.;CA;SEA;b;0;;
9645;1200-1300;;CHN;China Radio Int.;E;SEA;b;0;;
9645;1830-2030;;CHN;China Radio Int.;F;WAf;k;0;;
9655;0100-0200;;CHN;China Radio Int.;M;SEA;n;0;;
9655;0200-0300;;CHN;China Radio Int.;BE;SAs;k;0;;
9655;1200-1300;;CHN;China Radio Int.;M;SAs;ka;0;;
9655;1300-1400;;CHN;China Radio Int.;E;SAs;ka;0;;
9655;1400-1500;;CHN;China Radio Int.;AM;SEA;k;0;;
9655;1900-2000;;CHN;China Radio Int.;TU;ME;k;0;;
9665;1300-1400;;CHN;China Radio Int.;R;CAs;x;0;;
9665;1400-1500;;CHN;China Radio Int.;SI;CLN;j;0;;
9665;1500-1530;;CHN;China Radio Int.;PS;AFG;ka;0;;
9665;1530-1600;;CHN;China Radio Int.;PS;AFG;ka;0;;
9665;1630-1730;;CHN;China Radio Int.;HA;NIG;k;0;;
9675;0600-0900;We-Mo;CHN;China National Radio 1;M;CHN;b;1;;[1225]
9675;0900-1000;;CHN;China National Radio 1;M;CHN;b;1;;
9675;2300-0600;;CHN;China National Radio 1;M;CHN;b;1;;[0126]
9675;0100-0200;;CHN;China Radio Int.;E;Eu;ka;0;;
9675;1430-1530;;CHN;China Radio Int.;LAO;SEA;k;0;;
9675;1500-1600;;CHN;China Radio Int.;E;Eu;ka;0;;
9675;1600-1700;;CHN;China Radio Int.;E;Eu;ka;0;;
9685;1200-1300;;CHN;China Radio Int.;R;EEu;u;0;;
9685;1300-1400;;CHN;China Radio Int.;VN;SEA;x;0;;
9685;1400-1500;;CHN;China Radio Int.;VN;SEA;a;0;;
9685;1730-1830;;CHN;China Radio Int.;HA;NIG;k;0;;
9685;2200-2300;;CHN;China Radio Int.;P;SAm;ka;0;;
9690;1500-1600;;CHN;China Radio Int.;BE;SAs;k;0;;
9695;0300-0400;;CHN;China Radio Int.;HI;SAs;ka;0;;
9695;1300-1400;;CHN;China Radio Int.;EO;SEA;b;0;;
9695;1400-1500;;CHN;China Radio Int.;M;INS;x;0;;
9695;1730-1830;;CHN;China Radio Int.;M;ME;k;0;;
9695;1830-1900;;CHN;China Radio Int.;BU;Eu;k;0;;
9695;2300-2400;;CHN;China Radio Int.;J;FE;j;0;;
9705;1500-1600;;CHN;China Radio Int.;M;Eu;ka;0;;
9710;1100-1805;;CHN;China National Radio 1;M;CHN;s;1;;[0724]
9710;2023-2330;;CHN;China National Radio 1;M;CHN;s;1;;[1023]
9710;0000-0100;;CHN;China Radio Int.;P;SAm;ka;0;;
9710;0100-0300;;CHN;China Radio Int.;S;SAm;ka;0;;
9720;1200-1230;;CHN;China Radio Int.;TAG;PHL;n;0;;
9720;1500-1600;;CHN;China Radio Int.;E;ME;u;0;;
9720;2030-2100;;CHN;China Radio Int.;BU;SEE;u;0;;
9720;2300-2400;;CHN;China Radio Int.;J;FE;x;0;;
9720;0000-0600;;CHN;CNR 2 China Business R.;M;CHN;a;1;;[0822]
9720;0600-0900;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;a;1;;
9720;0900-1000;;CHN;CNR 2 China Business R.;M;CHN;a;1;;[1122]
9730;0000-0100;;CHN;China National Radio 6;AM;TWN;B;4;;
9730;2155-2400;;CHN;China National Radio 6;AM;TWN;B;4;;
9730;1100-1200;;CHN;China Radio Int.;E;SEA;b;0;;
9730;1200-1300;;CHN;China Radio Int.;E;SEA;k;0;;
9730;1300-1400;;CHN;China Radio Int.;E;PHL;n;0;;
9730;1400-1500;;CHN;China Radio Int.;M;SAs;ka;0;;
9730;1900-2000;;CHN;China Radio Int.;P;SEu;ka;0;;
9745;1930-2030;;CHN;China Radio Int.;EO;Eu;ka;0;;
9755;1000-1605;;CHN;CNR 2 China Business R.;M;CHN;as;1;;[0423]
9755;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;as;5;;
9755;2055-0200;;CHN;CNR 2 China Business R.;M;CHN;as;4;;[1220]
9760;1200-1300;;CHN;China Radio Int.;E;Oc;k;0;;
9765;0000-0100;;CHN;China Radio Int.;KH;SEA;n;0;;
9765;1300-1400;;CHN;China Radio Int.;E;CAs;a;0;;
9765;1400-1500;;CHN;China Radio Int.;E;CAs;a;0;;
9765;2300-2400;;CHN;China Radio Int.;KH;SEA;n;0;;
9770;1900-2000;;CHN;China Radio Int.;CA;Eu;ka;0;;
9775;0900-1605;;CHN;CNR 2 China Business R.;M;CHN;B;4;;[1122]
9775;1100-1605;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
9775;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;B;5;;
9775;2055-0200;;CHN;CNR 2 China Business R.;M;CHN;B;4;;[1023]
9780;1130-1605;;CHN;China National Radio 1;M;CHN;n;1;;
9785;0600-0800;Th-Tu;CHN;China National Radio 8;K;CHN;B;1;;
9785;0800-0900;Th-Tu;CHN;China National Radio 8;M;CHN;B;1;;[1124]
9785;0900-1400;;CHN;China National Radio 8;K;CHN;B;5;;[0824]
9785;1400-1505;;CHN;China National Radio 8;M;CHN;B;5;;[0725]
9785;1130-1230;;CHN;China Radio Int.;T;SEA;k;0;;
9785;1230-1330;;CHN;China Radio Int.;LAO;SEA;k;0;;
9785;1330-1430;;CHN;China Radio Int.;T;SEA;k;0;;
9785;1500-1600;;CHN;China Radio Int.;E;SAs;j;0;;
9790;0300-0400;;CHN;China Radio Int.;E;WNA;/CUB;0;;
9790;0400-0500;;CHN;China Radio Int.;CA;WNA;/CUB;0;;
9795;1400-1500;;CHN;China Radio Int.;E;Eu;u;0;;
9800;0200-0300;;CHN;China Radio Int.;TAM;SAs;ka;0;;
9800;2300-0100;;CHN;China Radio Int.;S;SAm;ka;0;;
9810;1300-1805;;CHN;China National Radio 1;M;CHN;n;1;;[0824]
9810;2023-2300;;CHN;China National Radio 1;M;CHN;n;1;;[0925]
9810;0100-0600;;CHN;CNR 2 China Business R.;M;CHN;as;1;;
9810;0600-0900;Th-Tu;CHN;CNR 2 China Business R.;M;CHN;as;1;;
9810;0900-1230;;CHN;CNR 2 China Business R.;M;CHN;as;1;;[1122]
9820;1030-1100;;CHN;China Radio Int.;M;FE;n;1;;
9820;1100-1200;;CHN;China Radio Int.;VN;FE;n;1;;[0126]
9820;0000-0100;;CHN;CNR 2 China Business R.;M;CHN;x;4;;[1125]
9820;0900-1100;;CHN;CNR 2 China Business R.;M;CHN;x;4;;[1122]
9820;1100-1605;;CHN;CNR 2 China Business R.;M;CHN;x;1;;[0126]
9820;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;x;1;;[1225]
9825;0200-0300;;CHN;China Radio Int.;M;SAs;u;0;;
9830;0730-0900;We-Mo;CHN;China National Radio 1;M;CHN;h;1;;
9830;0900-1805;;CHN;China National Radio 1;M;CHN;h;1;;[0824]
9830;2023-0100;;CHN;China National Radio 1;M;CHN;h;1;;[1023]
